sortNumber;code;officialTitle;mediumTitle;shortTitle;note
2834;SK0428525651;Gemerská Hôrka;Gemerská Hôrka;Gemerská Hôrka;525651
2835;SK0428525669;Gemerská Poloma;Gemerská Poloma;Gemerská Poloma;525669
2836;SK0428525693;Goèaltovo;Goèaltovo;Goèaltovo;525693
2837;SK0428525707;Goèovo;Goèovo;Goèovo;525707
2838;SK0428525715;Hanková;Hanková;Hanková;525715
2839;SK0428525723;Henckovce;Henckovce;Henckovce;525723
2840;SK0428525731;Honce;Honce;Honce;525731
2841;SK0428525740;Hrhov;Hrhov;Hrhov;525740
2842;SK0428525758;Hrušov;Hrušov;Hrušov;525758
2843;SK0428525782;Jablonov nad Turòou;Jablonov nad Turòou;Jablonov nad Turòou;525782
2844;SK0428525821;Keèovo;Keèovo;Keèovo;525821
2845;SK0428525839;Kobeliarovo;Kobeliarovo;Kobeliarovo;525839
2846;SK0428525847;Koce¾ovce;Koce¾ovce;Koce¾ovce;525847
2847;SK0428525855;Kováèová;Kováèová;Kováèová;525855
2848;SK0428525863;Krásnohorská Dlhá Lúka;Krásnohorská Dlhá Lúka;Krásnohorská Dlhá Lúka;525863
2849;SK0428525871;Krásnohorské Podhradie;Krásnohorské Podhradie;Krásnohorské Podhradie;525871
2850;SK0428525898;Kunova Teplica;Kunova Teplica;Kunova Teplica;525898
2851;SK0428525910;Lipovník;Lipovník;Lipovník;525910
2852;SK0428525936;Lúèka;Lúèka;Lúèka;525936
2853;SK0428525952;Markuška;Markuška;Markuška;525952
2854;SK0428525961;Meliata;Meliata;Meliata;525961
2855;SK0428526045;Niná Slaná;Niná Slaná;Niná Slaná;526045
2856;SK0428526053;Ochtiná;Ochtiná;Ochtiná;526053
2857;SK0428526061;Paèa;Paèa;Paèa;526061
2858;SK0428526070;Pašková;Pašková;Pašková;526070
2859;SK0428526088;Petrovo;Petrovo;Petrovo;526088
2860;SK0428526096;Plešivec;Plešivec;Plešivec;526096
2861;SK0428526126;Rakovnica;Rakovnica;Rakovnica;526126
2862;SK0428526134;Rejdová;Rejdová;Rejdová;526134
2863;SK0428526177;Rochovce;Rochovce;Rochovce;526177
2864;SK0428526185;Roštár;Roštár;Roštár;526185
2865;SK0428526193;Rozloná;Rozloná;Rozloná;526193
2866;SK0428526207;Roòavské Bystré;Roòavské Bystré;Roòavské Bystré;526207
2867;SK0428526215;Rudná;Rudná;Rudná;526215
2868;SK0428526223;Silica;Silica;Silica;526223
2869;SK0428526231;Silická Brezová;Silická Brezová;Silická Brezová;526231
2870;SK0428526240;Silická Jablonica;Silická Jablonica;Silická Jablonica;526240
2871;SK0428526266;Slavec;Slavec;Slavec;526266
2872;SK0428526274;Slavoška;Slavoška;Slavoška;526274
2873;SK0428526282;Slavošovce;Slavošovce;Slavošovce;526282
2874;SK0428526291;Stratená;Stratená;Stratená;526291
2875;SK0428526312;Štítnik;Štítnik;Štítnik;526312
2876;SK0428526339;Vlachovo;Vlachovo;Vlachovo;526339
2877;SK0428526347;Vyšná Slaná;Vyšná Slaná;Vyšná Slaná;526347
2878;SK0428560022;Brzotín;Brzotín;Brzotín;560022
2879;SK0428560031;Èuèma;Èuèma;Èuèma;560031
2880;SK0428560049;Jovice;Jovice;Jovice;560049
2881;SK0428560065;Kruná;Kruná;Kruná;560065
2882;SK0429522309;Baškovce;Baškovce;Baškovce;522309
2883;SK0429522317;Beòatina;Beòatina;Beòatina;522317
2884;SK0429522325;Beovce;Beovce;Beovce;522325
2885;SK0429522333;Blatná Polianka;Blatná Polianka;Blatná Polianka;522333
2886;SK0429522341;Blatné Remety;Blatné Remety;Blatné Remety;522341
2887;SK0429522350;Blatné Revištia;Blatné Revištia;Blatné Revištia;522350
2888;SK0429522384;Bunkovce;Bunkovce;Bunkovce;522384
2889;SK0429522422;Fekišovce;Fekišovce;Fekišovce;522422
2890;SK0429522457;Hlivištia;Hlivištia;Hlivištia;522457
2891;SK0429522473;Horòa;Horòa;Horòa;522473
2892;SK0429522490;Husák;Husák;Husák;522490
2893;SK0429522503;Choòkovce;Choòkovce;Choòkovce;522503
2894;SK0429522520;Inovce;Inovce;Inovce;522520
2895;SK0429522538;Jasenov;Jasenov;Jasenov;522538
2896;SK0429522554;Jenkovce;Jenkovce;Jenkovce;522554
2897;SK0429522601;Kolibabovce;Kolibabovce;Kolibabovce;522601
2898;SK0429522627;Koòuš;Koòuš;Koòuš;522627
2899;SK0429522643;Korom¾a;Korom¾a;Korom¾a;522643
2900;SK0429522660;Krèava;Krèava;Krèava;522660
2901;SK0429522678;Kristy;Kristy;Kristy;522678
2902;SK0429522716;Lekárovce;Lekárovce;Lekárovce;522716
2903;SK0429522813;Niná Rybnica;Niná Rybnica;Niná Rybnica;522813
2904;SK0429522821;Niné Nemecké;Niné Nemecké;Niné Nemecké;522821
2905;SK0429522830;Orechová;Orechová;Orechová;522830
2906;SK0429522856;Ostrov;Ostrov;Ostrov;522856
2907;SK0429522899;Petrovce;Petrovce;Petrovce;522899
2908;SK0429522911;Pinkovce;Pinkovce;Pinkovce;522911
2909;SK0429522929;Podhoroï;Podhoroï;Podhoroï;522929
2910;SK0429522937;Porostov;Porostov;Porostov;522937
2911;SK0429522953;Porúbka;Porúbka;Porúbka;522953
2912;SK0429522970;Priekopa;Priekopa;Priekopa;522970
2913;SK0429523003;Remetské Hámre;Remetské Hámre;Remetské Hámre;523003
2914;SK0429523011;Ruská Bystrá;Ruská Bystrá;Ruská Bystrá;523011
2915;SK0429523020;Ruskovce;Ruskovce;Ruskovce;523020
2916;SK0429523038;Ruskı Hrabovec;Ruskı Hrabovec;Ruskı Hrabovec;523038
2917;SK0429523046;Sejkov;Sejkov;Sejkov;523046
2918;SK0429523089;Sobrance;Sobrance;Sobrance;523089
2919;SK0429523143;Svätuš;Svätuš;Svätuš;523143
2920;SK0429523160;Tašu¾a;Tašu¾a;Tašu¾a;523160
2921;SK0429523178;Tibava;Tibava;Tibava;523178
2922;SK0429523224;Úbre;Úbre;Úbre;523224
2923;SK0429523232;Ve¾ké Revištia;Ve¾ké Revištia;Ve¾ké Revištia;523232
2924;SK0429523267;Vojnatina;Vojnatina;Vojnatina;523267
2925;SK0429523305;Vyšná Rybnica;Vyšná Rybnica;Vyšná Rybnica;523305
2926;SK0429523313;Vyšné Nemecké;Vyšné Nemecké;Vyšné Nemecké;523313
2927;SK0429523321;Vyšné Remety;Vyšné Remety;Vyšné Remety;523321
2928;SK0429523330;Záhor;Záhor;Záhor;523330
2929;SKZZZZ;Zahranièie;Zahranièie;Zahranièie;
2930;SKZZZZZZZZZZ;Zahranièie;Zahranièie;Zahranièie;
